Year,Month,Quarter,Country,NZ_City,Visit_Purpose,Accommodation_Type,Age,AvgDaysSpent,AvgSpending,Gender
2016,November,2016 4,Finland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",57,27,4930.949421,1
2016,November,2016 4,Finland,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,27,25,4551.645619,1
2016,November,2016 4,France,Auckland,Conference / convention,House / flat that you paid some rent for,27,6,2400,1
2016,November,2016 4,France,Auckland,Holiday / vacation,Backpackers,38,48.23076923076923,4147.278073938462,13
2016,November,2016 4,France,Auckland,Visiting friends / relatives,Staying with family or friends,41,24.4,3355.53597674,5
2016,November,2016 4,France,Christchurch,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",47,15,11437.53305,1
2016,November,2016 4,Germany,Auckland,Holiday / vacation,Backpackers,34.083333333333336,21.833333333333332,3479.2667820515835,12
2016,November,2016 4,Germany,Auckland,Other,House / flat that you paid some rent for,47,34,8799.848197,1
2016,November,2016 4,Germany,Auckland,Visiting friends / relatives,Staying with family or friends,43,22.4,2100.32659766,5
2016,November,2016 4,Germany,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",40.333333333333336,28.666666666666668,9758.5787715,6
2016,November,2016 4,Hong Kong (Special Administrative Region),Auckland,Business,Staying with family or friends,47,6,1812.710021,1
2016,November,2016 4,Hong Kong (Special Administrative Region),Auckland,Holiday / vacation,Hotel,32,7.25,3926.21441825,4
2016,November,2016 4,Hungary,Wellington,Holiday / vacation,Backpackers,32,5,400,1
2016,November,2016 4,India,Christchurch,Holiday / vacation,Hotel,23.5,13,3287.5630220000003,2
2016,November,2016 4,Indonesia,Auckland,Conference / convention,A house you own,27,5.5,2060.948861,2
2016,November,2016 4,Indonesia,Auckland,Education,A house you own,27,21,2617.007191,1
2016,November,2016 4,Ireland,Auckland,Holiday / vacation,Private Hotel / Guesthouse,32,15,5310.253222,1
2016,November,2016 4,Ireland,Auckland,Visiting friends / relatives,Staying with family or friends,64.5,31,3413.7342145000002,2
2016,November,2016 4,Ireland,Wellington,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",37,4,600,1
2016,November,2016 4,Israel,Auckland,Holiday / vacation,Staying with family or friends,49.5,20.5,6913.9771095,2
2016,November,2016 4,Italy,Auckland,Business,"Motel, Motor Inn or Serviced Apartment",42,3,1410.329124,1
2016,November,2016 4,Italy,Auckland,Holiday / vacation,Yacht or other boat,33.666666666666664,22,3789.1580089999998,3
2016,November,2016 4,Italy,Christchurch,Business,Hotel,52,3,800,1
2016,November,2016 4,Italy,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",47,18,3641.316495,1
2016,November,2016 4,Japan,Auckland,Business,Hotel,37,2,2573.282768,1
2016,November,2016 4,Japan,Auckland,Education,Student residence,24.5,26.5,2573.2827675,2
2016,November,2016 4,Japan,Auckland,Holiday / vacation,Hotel,37.4,6.8,2944.13316210984,25
2016,November,2016 4,Japan,Auckland,Other,Backpackers,27,362,7000,1
2016,November,2016 4,Japan,Auckland,Visiting friends / relatives,Staying with family or friends,24.666666666666668,7,1324.643912,3
2016,November,2016 4,"Korea, Republic of",Auckland,Business,Hotel,42,7,4292.813168,1
2016,November,2016 4,"Korea, Republic of",Auckland,Conference / convention,Hotel,40.333333333333336,10,4179,3
2016,November,2016 4,"Korea, Republic of",Auckland,Holiday / vacation,Hotel,46.705882352941174,8.588235294117647,5751.568172717353,17
2016,November,2016 4,"Korea, Republic of",Auckland,Other,Backpackers,38.666666666666664,127,1191.8467327723333,3
2016,November,2016 4,"Korea, Republic of",Auckland,Visiting friends / relatives,House / flat that you paid some rent for,42,8,1000,1
2016,November,2016 4,"Korea, Republic of",Christchurch,Holiday / vacation,Hotel,32,6,564.1786405,1
2016,November,2016 4,Luxembourg,Auckland,Holiday / vacation,Hotel,47,20,9861.898841,1
2016,November,2016 4,Macau (Special Administrative Region),Auckland,Holiday / vacation,Hotel,42,12,3625.420042,1
2016,November,2016 4,Malaysia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",35.80952380952381,9.952380952380953,2753.2743416584763,21
2016,November,2016 4,Malaysia,Auckland,Visiting friends / relatives,Staying with family or friends,57,15,2000,1
2016,November,2016 4,Malaysia,Christchurch,Holiday / vacation,Backpackers,34.5,9,1915.7639064999998,2
2016,November,2016 4,Netherlands,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",47.333333333333336,21.22222222222222,4970.303548497778,9
2016,November,2016 4,Netherlands,Auckland,Visiting friends / relatives,Staying with family or friends,52,6,1316.959082,1
2016,November,2016 4,Netherlands,Christchurch,Holiday / vacation,Hotel,52.55555555555556,28.333333333333332,4128.5406189841115,9
2016,November,2016 4,Netherlands,Christchurch,Visiting friends / relatives,Staying with family or friends,47,11,3793.038016,1
2016,November,2016 4,New Caledonia,Auckland,Holiday / vacation,Bed and Breakfast,52,11,4732.9479200000005,2
2016,November,2016 4,Nicaragua,Auckland,Holiday / vacation,Private Hotel / Guesthouse,62,28,8437.272291,1
2016,November,2016 4,Northern Ireland,Auckland,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",62,20.5,3303.1093775,2
2016,November,2016 4,Northern Ireland,Christchurch,Visiting friends / relatives,Staying with family or friends,27,17,3495.854377,1
2016,November,2016 4,Norway,Auckland,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",22,12,2521.7434890000004,2
2016,November,2016 4,Norway,Christchurch,Holiday / vacation,"Youth Hostel, YMCA, YWCA",37,15,2349.081958,1
2016,November,2016 4,Panama,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,52,31,4921.74217,1
2016,November,2016 4,Philippines,Auckland,Other,Staying with family or friends,42,2,3515.530121,1
2016,November,2016 4,Poland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",40.75,19.75,4583.8807455,4
2016,November,2016 4,Poland,Auckland,Visiting friends / relatives,Staying with family or friends,27,15,2251.716632,1
2016,November,2016 4,Portugal,Auckland,Holiday / vacation,Hotel,38.25,15.25,6579.89563425,4
2016,November,2016 4,"Samoa, American",Auckland,Visiting friends / relatives,Staying with family or friends,37,27,1278.37459,1
2016,November,2016 4,Scotland,Auckland,Holiday / vacation,Staying with family or friends,32,15,7865.672349,1
2016,November,2016 4,Scotland,Auckland,Other,"Motel, Motor Inn or Serviced Apartment",47,7,984.5439815,1
2016,November,2016 4,Scotland,Auckland,Visiting friends / relatives,Staying with family or friends,60.75,15.25,1039.14271375,4
2016,November,2016 4,Scotland,Christchurch,Holiday / vacation,Hotel,67,14,11801.49032,1
2016,November,2016 4,Scotland,Wellington,Visiting friends / relatives,Staying with family or friends,80,32,750,1
2016,November,2016 4,Singapore,Auckland,Conference / convention,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",47,1,2812.424097,1
2016,November,2016 4,Singapore,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",32.833333333333336,66.5,4686.356768333333,6
2016,November,2016 4,Singapore,Auckland,Other,Hotel,52,6,900,1
2016,November,2016 4,Singapore,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",37.5,11.9,4174.9456885,10
2016,November,2016 4,Slovakia,Auckland,Holiday / vacation,Staying with family or friends,42,4,879.3038016,1
2016,November,2016 4,Slovenia,Auckland,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",32,14,2427.54433,1
2016,November,2016 4,South Africa,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",52,35,9905,1
2016,November,2016 4,South Africa,Auckland,Visiting friends / relatives,Staying with family or friends,42,11,3333.333333,1
2016,November,2016 4,South Africa,Christchurch,Education,Hotel,32,7,2566,1
2016,November,2016 4,South Africa,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",47,12.666666666666666,2095.3479517,3
2016,November,2016 4,South Africa,Wellington,Business,Hotel,27,5,1514.417542,1
2016,November,2016 4,Spain,Auckland,Holiday / vacation,Staying with family or friends,43.666666666666664,21.666666666666668,5363.956763666667,3
2016,November,2016 4,Spain,Christchurch,Holiday / vacation,Hotel,37,11,9.103291238,1
2016,November,2016 4,Spain,Wellington,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",32,6,1820.658248,1
2016,November,2016 4,Sweden,Auckland,Holiday / vacation,Hotel,49.5,13,4684.437629,4
2016,November,2016 4,Sweden,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",42,18,18796.123554499998,2
2016,November,2016 4,Switzerland,Auckland,Holiday / vacation,Backpackers,27,29.333333333333332,3149.090787,3
2016,November,2016 4,Switzerland,Auckland,Visiting friends / relatives,Staying with family or friends,52,13,4500,1
2016,November,2016 4,Switzerland,Christchurch,Holiday / vacation,Hotel,32,17,7031.060243,1
2016,November,2016 4,Taiwan,Auckland,Holiday / vacation,House / flat that you paid some rent for,32,10,5133.0588,1
2016,November,2016 4,Taiwan,Christchurch,Holiday / vacation,Backpackers,27,19,2000,1
2016,November,2016 4,Tanzania,Auckland,Visiting friends / relatives,A house you own,47,24,6000,1
2016,November,2016 4,Thailand,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",37,13,4186.754673,1
2016,November,2016 4,United States of America,Auckland,Business,Hotel,52,7.333333333333333,3163.9771093,3
2016,November,2016 4,United States of America,Auckland,Conference / convention,Hotel,27,6,4942.835351,1
2016,November,2016 4,United States of America,Auckland,Holiday / vacation,Hotel,44.33802816901409,12.76056338028169,4408.328791150986,71
2016,November,2016 4,United States of America,Auckland,Visiting friends / relatives,Staying with family or friends,45.666666666666664,11.666666666666666,2484.8113525555555,9
2016,November,2016 4,United States of America,Christchurch,Holiday / vacation,House / flat that you paid some rent for,43.142857142857146,12.142857142857142,2841.779838942857,7
2016,November,2016 4,United States of America,Wellington,Holiday / vacation,Hotel,47,4,2000,1
2016,November,2016 4,Wales,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",22,11,6117.745161,1
2016,November,2016 4,Wales,Christchurch,Holiday / vacation,Hotel,42,15,7154.145944,1
2016,November,2016 4,Wales,Christchurch,Visiting friends / relatives,Hotel,52,13,3932.836175,1
2016,November,2016 4,Zimbabwe,Auckland,Visiting friends / relatives,Staying with family or friends,52,23,5624.848194,1
2016,October,2016 1,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,62,74,1629.796951,1
2016,October,2016 1,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,57,155,2633.066619,1
2016,October,2016 1,"China, People's Republic of",Auckland,Holiday / vacation,Staying with family or friends,22,46,829.2117398,1
2016,October,2016 1,England,Auckland,Holiday / vacation,Backpackers,27,87,10247.50171,1
2016,October,2016 1,England,Auckland,Visiting friends / relatives,Staying with family or friends,67,91,17258.95025,1
2016,October,2016 1,England,Christchurch,Visiting friends / relatives,Staying with family or friends,37,82,5423.10566,1
2016,October,2016 1,France,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",24.5,133.5,4974.2460195,2
2016,October,2016 1,Germany,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,116,8309.799565,1
2016,October,2016 1,Germany,Christchurch,Holiday / vacation,Backpackers,37,88,5000,1
2016,October,2016 1,South Africa,Christchurch,Visiting friends / relatives,Staying with family or friends,57,83,6000,1
2016,October,2016 1,Sweden,Auckland,Holiday / vacation,Farm-stay or Home-stay,20,127,2672.236986,1
2016,October,2016 1,United States of America,Auckland,Holiday / vacation,Backpackers,22,133.5,5889.7969665,2
2016,October,2016 2,Bangladesh,Auckland,Visiting friends / relatives,Staying with family or friends,32,198,19000,1
2016,October,2016 2,Brazil,Auckland,Education,"Youth Hostel, YMCA, YWCA",32,264,10000,1
2016,October,2016 2,Canada,Auckland,Holiday / vacation,Staying with family or friends,27,224,5000,1
2016,October,2016 2,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,42,231,5000,1
2016,October,2016 2,England,Auckland,Education,Student residence,22,230,8301.024754,1
2016,October,2016 2,France,Auckland,Holiday / vacation,NOT SURE,27,250,10000,1
2016,October,2016 2,Germany,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",21,180,4947.135633,2
2016,October,2016 2,Germany,Auckland,Other,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",20,202,7653,1
2016,October,2016 2,Germany,Christchurch,Education,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",22,161,6000,1
2016,October,2016 2,Germany,Christchurch,Holiday / vacation,Student residence,21,198.5,6485.6143520000005,2
2016,October,2016 2,Germany,Christchurch,Other,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",22,252,9807.765938,1
2016,October,2016 2,Japan,Auckland,Holiday / vacation,Student residence,27,176,4025.354019,1
2016,October,2016 2,Scotland,Christchurch,Visiting friends / relatives,House / flat that you paid some rent for,57,212,14526.79332,1
2016,October,2016 2,Scotland,Wellington,Holiday / vacation,House / flat that you paid some rent for,32,218,2500,1
2016,October,2016 2,Switzerland,Wellington,Holiday / vacation,Staying with family or friends,22,157,1000,1
2016,October,2016 2,United States of America,Auckland,Business,Backpackers,32,174,2171.351625,1
2016,October,2016 2,United States of America,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",67,179,4000,1
2016,October,2016 3,"China, People's Republic of",Auckland,Holiday / vacation,Hotel,27,7,5000,1
2016,October,2016 3,France,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,24.5,282,12155.7999795,2
2016,October,2016 3,France,Auckland,Other,House / flat that you paid some rent for,27,315,10000,1
2016,October,2016 3,Germany,Auckland,Holiday / vacation,Staying with family or friends,22,317,7099.6485415,2
2016,October,2016 3,Malaysia,Auckland,Holiday / vacation,Farm-stay or Home-stay,27,288,3500,1
2016,October,2016 3,Malaysia,Christchurch,Other,"Motel, Motor Inn or Serviced Apartment",27,269,4000,1
2016,October,2016 3,Netherlands,Auckland,Holiday / vacation,Backpackers,27,312,9475.834942,1
